seed,quadrant,template,persona_id,axis,contrast,slope,r5_minus_r1
3007,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0018180072307586671,-0.006040617823600769
3007,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0016792804002761842,-0.005283713340759277
3007,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002373197674751282,-0.00871749222278595
3007,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0022518754005432127,-0.007912963628768921
3007,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022284850478172303,-0.007879495620727539
3007,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021133691072463988,-0.007404744625091553
3007,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0023130983114242557,-0.008365392684936523
3007,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022686168551445006,-0.008021429181098938
3007,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0021358653903007507,-0.007429733872413635
3008,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0008160412311553956,-0.0008758604526519775
3008,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0009528249502182007,-0.0015574544668197632
3008,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0008963957428932191,-0.0013286471366882324
3008,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0009549230337142943,-0.0017502456903457642
3008,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0009326204657554623,-0.0016170740127563477
3008,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0009248584508895876,-0.001475796103477478
3008,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0006895750761032105,-0.00010146200656890869
3008,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0007724121212959291,-0.0005991309881210327
3008,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.000591567158699036,0.00020426511764526367
3008,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0008730709552764895,-0.0011652559041976929
3008,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0009229555726051331,-0.0012931227684020996
3008,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0007685795426368713,-0.0005933046340942383
3009,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.001479363441467285,-0.005589470267295837
3009,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0014477491378784178,-0.00553034245967865
3009,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002376393973827362,-0.008728638291358948
3009,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.001596759259700775,-0.006218016147613525
3009,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0015026345849037171,-0.005819767713546753
3009,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.002373197674751282,-0.00871749222278595
3009,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.0011783838272094729,-0.004300162196159363
3009,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022284850478172303,-0.007879495620727539
3009,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0012367501854896547,-0.004423379898071289
3009,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.001418323814868927,-0.005521029233932495
3009,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0022686168551445006,-0.008021429181098938
3009,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0013769134879112245,-0.005045995116233826
3010,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.001742178201675415,-0.007177993655204773
3010,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0017153754830360412,-0.0071564167737960815
3010,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0017350092530250551,-0.0071128904819488525
3010,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0017387524247169496,-0.0071988701820373535
3010,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0015288636088371275,-0.006632640957832336
3010,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0016925111413002014,-0.006958216428756714
3010,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,neutral_minus_feedback_only,-0.001603013277053833,-0.00655701756477356
3010,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,neutral_minus_feedback_only,-0.0016218781471252443,-0.006752312183380127
3010,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,neutral_minus_feedback_only,-0.00153164267539978,-0.0062680840492248535
3010,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,neutral_minus_feedback_only,-0.0015702933073043822,-0.006494477391242981
3010,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,neutral_minus_feedback_only,-0.001589614152908325,-0.0066731274127960205
3010,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,neutral_minus_feedback_only,-0.0015125781297683717,-0.006272464990615845
3001,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.000899684429168701,0.001509144902229309
3001,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0007504850625991821,0.0009348690509796143
3001,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008329093456268311,0.0010603368282318115
3001,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0008815035223960878,0.0015939772129058838
3001,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0007564187049865722,0.0011201649904251099
3001,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0008234962821006774,0.0012665539979934692
3001,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0006644442677497862,0.00025866925716400146
3001,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006431564688682556,0.00028270483016967773
3001,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006677195429801942,0.00021657347679138184
3001,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006955534219741822,0.0005296915769577026
3001,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006393238902091978,0.00025238096714019775
3001,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.000678524374961853,0.0002923905849456787
3002,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.000899684429168701,0.001509144902229309
3002,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0007504850625991821,0.0009348690509796143
3002,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008329093456268311,0.0010603368282318115
3002,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0008815035223960878,0.0015939772129058838
3002,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0007564187049865722,0.0011201649904251099
3002,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0008234962821006774,0.0012665539979934692
3002,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0006644442677497862,0.00025866925716400146
3002,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006431564688682556,0.00028270483016967773
3002,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006677195429801942,0.00021657347679138184
3002,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006955534219741822,0.0005296915769577026
3002,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006393238902091978,0.00025238096714019775
3002,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.000678524374961853,0.0002923905849456787
3003,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.000866885483264923,0.0022573918104171753
3003,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0007349565625190736,0.0016512572765350342
3003,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008250758051872255,0.0019424110651016235
3003,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0008097261190414429,0.0021567493677139282
3003,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0007402732968330384,0.0018177032470703125
3003,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0007979974150657653,0.0019848644733428955
3003,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0006696164608001709,0.0011117756366729736
3003,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006752565503120422,0.001184806227684021
3003,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006965383887290954,0.0011484920978546143
3003,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006616413593292236,0.0013639777898788452
3003,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006618976593017578,0.0011914074420928955
3003,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0006344959139823913,0.0010049790143966675
3004,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.0018857046961784363,0.004611015319824219
3004,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.001246754825115204,0.003388434648513794
3004,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.001881653070449829,0.004591822624206543
3004,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0017931848764419554,0.004375547170639038
3004,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.000562204420566559,0.0009062290191650391
3004,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0018578365445137022,0.004608526825904846
3004,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0011465460062026979,0.002579435706138611
3004,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0011007130146026612,0.002614632248878479
3004,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008215814828872682,0.000929027795791626
3004,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0011030316352844238,0.0025930553674697876
3004,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0010644495487213135,0.0024653971195220947
3004,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0011459022760391235,0.002616792917251587
3005,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.000899684429168701,0.001509144902229309
3005,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0007504850625991821,0.0009348690509796143
3005,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008329093456268311,0.0010603368282318115
3005,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0008815035223960878,0.0015939772129058838
3005,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0007564187049865722,0.0011201649904251099
3005,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0008234962821006774,0.0012665539979934692
3005,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0006644442677497862,0.00025866925716400146
3005,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006431564688682556,0.00028270483016967773
3005,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006677195429801942,0.00021657347679138184
3005,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006955534219741822,0.0005296915769577026
3005,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006393238902091978,0.00025238096714019775
3005,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.000678524374961853,0.0002923905849456787
3006,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.002163530886173248,0.006932482123374939
3006,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.002223041653633118,0.007352322340011597
3006,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.002192266285419464,0.007054239511489868
3006,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0021818563342094416,0.007147356867790222
3006,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.00226391851902008,0.007621884346008301
3006,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0022653415799140926,0.007584556937217712
3006,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.001918342709541321,0.0056493282318115234
3006,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0020138338208198553,0.006240919232368469
3006,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.001931944489479065,0.005665332078933716
3006,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.002052251994609833,0.006427213549613953
3006,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0021007969975471493,0.00671076774597168
3006,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0019893020391464236,0.006112605333328247
3007,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.000899684429168701,0.001509144902229309
3007,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006515532732009886,0.0005997568368911743
3007,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008329093456268311,0.0010603368282318115
3007,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0007522404193878172,0.0011330395936965942
3007,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006531402468681335,0.0007235854864120483
3007,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0013537973165512083,0.004117310047149658
3007,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0006644442677497862,0.00025866925716400146
3007,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006431564688682556,0.00028270483016967773
3007,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006677195429801942,0.00021657347679138184
3007,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006955534219741822,0.0005296915769577026
3007,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006393238902091978,0.00025238096714019775
3007,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.000678524374961853,0.0002923905849456787
3008,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.0007250756025314331,0.0006361007690429688
3008,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006770521402359006,0.000567704439163208
3008,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0007669836282730102,0.0007307082414627075
3008,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0006818398833274841,0.0005956590175628662
3008,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006261169910430908,0.00046865642070770264
3008,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0007350221276283264,0.0008241832256317139
3008,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.000620280206203461,3.784894943237305e-05
3008,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006387427449226382,0.00026063621044158936
3008,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0006835594773292545,0.00029577314853668213
3008,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0006302416324615481,0.00020313262939453125
3008,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006297454237937927,0.0002044886350631714
3008,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0006483197212219238,0.00014136731624603271
3009,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.00011922866106033308,-0.00345475971698761
3009,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.00013120323419570914,-0.003236323595046997
3009,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0008329093456268311,0.0010603368282318115
3009,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.00025422126054763794,-0.002782881259918213
3009,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.00020388960838317865,-0.0029298514127731323
3009,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.0008234962821006774,0.0012665539979934692
3009,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,-1.1813640594482465e-05,-0.004275292158126831
3009,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0006431564688682556,0.00028270483016967773
3009,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,1.7091631889343262e-05,-0.00419771671295166
3009,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.00011976212263107308,-0.003430381417274475
3009,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0006393238902091978,0.00025238096714019775
3009,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.00013194829225540163,-0.0034842342138290405
3010,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_neutral,0.0005850911140441895,0.0020437091588974
3010,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.0005710437893867492,0.002031952142715454
3010,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.0005889356136322022,0.001934543251991272
3010,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_neutral,0.0005494207143783569,0.0018625110387802124
3010,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0005426868796348572,0.0018881112337112427
3010,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.000531768798828125,0.0016816258430480957
3010,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_neutral,0.0004860222339630127,0.0015817135572433472
3010,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_neutral,0.00045694112777709965,0.0015450268983840942
3010,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_neutral,0.00047415345907211306,0.001477077603340149
3010,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_neutral,0.0004534214735031129,0.0014431923627853394
3010,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_neutral,0.0004335731267929077,0.0014275908470153809
3010,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_neutral,0.00041305571794509883,0.0012304335832595825
3001,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0015630602836608888,-0.00760023295879364
3001,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016320258378982545,-0.007771015167236328
3001,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.001543484628200531,-0.007668301463127136
3001,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0015915408730506897,-0.007746875286102295
3001,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016072407364845277,-0.007652103900909424
3001,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0015497013926506044,-0.0074509382247924805
3001,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0015874311327934267,-0.007654294371604919
3001,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0015853285789489747,-0.007596790790557861
3001,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014456495642662047,-0.007188171148300171
3001,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0016175448894500733,-0.00783570110797882
3001,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016292929649353027,-0.00776904821395874
3001,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014573410153388977,-0.0071373432874679565
3002,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0015630602836608888,-0.00760023295879364
3002,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016320258378982545,-0.007771015167236328
3002,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.001543484628200531,-0.007668301463127136
3002,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0015915408730506897,-0.007746875286102295
3002,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016072407364845277,-0.007652103900909424
3002,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0015497013926506044,-0.0074509382247924805
3002,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0015874311327934267,-0.007654294371604919
3002,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0015853285789489747,-0.007596790790557861
3002,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014456495642662047,-0.007188171148300171
3002,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0016175448894500733,-0.00783570110797882
3002,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0016292929649353027,-0.00776904821395874
3002,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014573410153388977,-0.0071373432874679565
3003,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.001328885555267334,-0.0061642080545425415
3003,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0013793960213661193,-0.00646151602268219
3003,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0012867897748947144,-0.00610700249671936
3003,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0014408916234970094,-0.0065294355154037476
3003,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0014107465744018556,-0.0065142810344696045
3003,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014316290616989136,-0.006419360637664795
3003,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0012680292129516602,-0.005997151136398315
3003,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0012914657592773438,-0.006218224763870239
3003,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0011216595768928528,-0.005448341369628906
3003,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.0013611853122711183,-0.006186872720718384
3003,low_e_low_n,v2,persona.low_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.001360127329826355,-0.006373748183250427
3003,low_e_low_n,v3,persona.low_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0012342408299446106,-0.005717217922210693
3004,high_e_high_n,v1,persona.high_e_high_n,grief_stricken,supportive_minus_feedback_only,-4.945397377014186e-05,-0.0028102993965148926
3004,high_e_high_n,v2,persona.high_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0014760568737983704,-0.005075693130493164
3004,high_e_high_n,v3,persona.high_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,1.0730326175689784e-05,-0.002593711018562317
3004,high_e_low_n,v1,persona.high_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.000133463740348816,-0.003205597400665283
3004,high_e_low_n,v2,persona.high_e_low_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0014801919460296629,-0.0050519853830337524
3004,high_e_low_n,v3,persona.high_e_low_n.v3,grief_stricken,supportive_minus_feedback_only,-0.00045972168445587193,-0.0047949254512786865
3004,low_e_high_n,v1,persona.low_e_high_n,grief_stricken,supportive_minus_feedback_only,-0.0006110131740570067,-0.00391918420791626
3004,low_e_high_n,v2,persona.low_e_high_n.v2,grief_stricken,supportive_minus_feedback_only,-0.0015407741069793702,-0.005141317844390869
3004,low_e_high_n,v3,persona.low_e_high_n.v3,grief_stricken,supportive_minus_feedback_only,-0.0014424204826354978,-0.004968002438545227
3004,low_e_low_n,v1,persona.low_e_low_n,grief_stricken,supportive_minus_feedback_only,-0.000712279975414276,-0.00432160496711731
